From	To
Q9BQG0	MYBBP1A
Q9BQE3	TUBA1C
Q9BQD3	KXD1
Q9BQC3	DPH2
Q9BQA1	WDR77
Q9BQ87	TBL1Y
Q9BQ75	CMSS1
Q9BQ70	TCF25
Q9BQ69	MACROD1
Q9BQ67	GRWD1
Q9BQ61	TRIR
Q9BQ52	ELAC2
Q9BQ51	PDCD1LG2
Q9BQ39	DDX50
Q9BPZ3	PAIP2
Q9BPX5	ARPC5L
Q9BPX3	NCAPG
Q9BPW8	NIPSNAP1
Q9BPU6	DPYSL5
Q99996	AKAP9
Q99986	VRK1
Q99966	CITED1
Q99961	SH3GL1
Q99956	DUSP9
Q99895	CTRC
Q99873	PRMT1
Q99856	ARID3A
Q99848	EBNA1BP2
Q99832	CCT7
Q99829	CPNE1
Q99816	TSG101
Q99798	ACO2
Q99797	MIPEP
Q99784	OLFM1
Q99758	ABCA3
Q99757	TXN2
Q99755	PIP5K1A
Q99747	NAPG
Q99733	NAP1L4
Q99729	HNRNPAB
Q99728	BARD1
Q99719	SEPTIN5
Q99715	COL12A1
Q99714	HSD17B10
Q99707	MTR
Q99700	ATXN2
Q99661	KIF2C
Q99638	RAD9A
Q99627	COPS8
Q99622	C12orf57
Q99615	DNAJC7
Q99614	TTC1
Q99613	EIF3C
Q99611	SEPHS2
Q99598	TSNAX
Q99590	SCAF11
Q99584	S100A13
Q99575	POP1
Q99570	PIK3R4
Q99567	NUP88
Q99547	MPHOSPH6
Q99543	DNAJC2
Q99538	LGMN
Q99536	VAT1
Q99504	EYA3
Q99497	PARK7
Q99496	RNF2
Q99471	PFDN5
Q99460	PSMD1
Q99459	CDC5L
Q99439	CNN2
Q99436	PSMB7
Q99426	TBCB
Q99417	MYCBP
Q96TA1	NIBAN2
Q96T76	MMS19
Q96T60	PNKP
Q96T51	RUFY1
Q96T37	RBM15
Q96T23	RSF1
Q96SZ5	ADO
Q96SY0	INTS14
Q96SW2	CRBN
Q96SU4	OSBPL9
Q96ST3	SIN3A
Q96ST2	IWS1
Q96SI9	STRBP
Q96SI1	KCTD15
Q96SF2	CCT8L2
Q96SD1	DCLRE1C
Q96SB8	SMC6
Q96SB4	SRPK1
Q96S90	LYSMD1
Q96S82	UBL7
Q96S59	RANBP9
Q96S55	WRNIP1
Q96S44	TP53RK
Q96S19	METTL26
Q96RS6	NUDCD1
Q96RP9	GFM1
Q96RN5	MED15
Q96RL7	VPS13A
Q96RL1	UIMC1
Q96RG2	PASK
Q96RE7	NACC1
Q96R06	SPAG5
Q96QV6	HIST1H2AA
Q96QU8	XPO6
Q96QR8	PURB
Q96QK1	VPS35
Q96QF0	RAB3IP
Q96QD5	DEPDC7
Q96QC0	PPP1R10
Q96Q42	ALS2
Q96Q15	SMG1
Q96Q11	TRNT1
Q96PZ0	PUS7
Q96PV4	PNMA5
Q96PU8	QKI
Q96PU5	NEDD4L
Q96PT4	DUX3
Q96PK6	RBM14
Q96PE7	MCEE
Q96P70	IPO9
Q96P48	ARAP1
Q96P47	AGAP3
Q96P26	NT5C1B
Q96P16	RPRD1A
Q96NZ8	WFIKKN1
Q96NC0	ZMAT2
Q96NB3	ZNF830
Q96N67	DOCK7
Q96MX6	WDR92
Q96MW5	COG8
Q96MW1	CCDC43
Q96MS0	ROBO3
Q96MG7	NSMCE3
Q96ME7	ZNF512
Q96ME1	FBXL18
Q96M95	CCDC42
Q96M27	PRRC1
Q96LT7	C9orf72
Q96LR5	UBE2E2
Q96LA8	PRMT6
Q96L92	SNX27
Q96L42	KCNH8
Q96KV7	WDR90
Q96KR1	ZFR
Q96KP4	CNDP2
Q96KP1	EXOC2
Q96KN1	LRATD2
Q96KG9	SCYL1
Q96KB5	PBK
Q96K76	USP47
Q96K21	ZFYVE19
Q96K17	BTF3L4
Q96JN0	LCOR
Q96JK2	DCAF5
Q96JJ3	ELMO2
Q96JI7	SPG11
Q96JG6	VPS50
Q96JB5	CDK5RAP3
Q96JB2	COG3
Q96JA4	MS4A14
Q96J02	ITCH
Q96J01	THOC3
Q96IZ7	RSRC1
Q96IZ6	METTL2A
Q96IZ0	PAWR
Q96IY1	NSL1
Q96IV0	NGLY1
Q96IU4	ABHD14B
Q96IK1	BOD1
Q96IJ6	GMPPA
Q96I99	SUCLG2
Q96I51	RCC1L
Q96I25	RBM17
Q96I24	FUBP3
Q96I23	PYURF
Q96I15	SCLY
Q96HY7	DHTKD1
Q96HY6	DDRGK1
Q96HW7	INTS4
Q96HR8	NAF1
Q96HN2	AHCYL2
Q96HE7	ERO1A
Q96HD1	CRELD1
Q96HC4	PDLIM5
Q96H79	ZC3HAV1L
Q96H20	SNF8
Q96GY3	LIN37
Q96GX9	APIP
Q96GX2	ATXN7L3B
Q96GW9	MARS2
Q96GM8	TOE1
Q96GM5	SMARCD1
Q96GK7	FAHD2A
Q96GI7	FAM89A
Q96GG9	DCUN1D1
Q96GD0	PDXP
Q96GC6	ZNF274
Q96GA7	SDSL
Q96GA3	LTV1
Q96G74	OTUD5
Q96G61	NUDT11
Q96G46	DUS3L
Q96G28	CFAP36
Q96G25	MED8
Q96G03	PGM2
Q96FZ2	HMCES
Q96FX7	TRMT61A
Q96FW1	OTUB1
Q96FV9	THOC1
Q96FV2	SCRN2
Q96FS4	SIPA1
Q96FK6	WDR89
Q96FJ2	DYNLL2
Q96FC9	DDX11
Q96F86	EDC3
Q96F63	CCDC97
Q96F45	ZNF503
Q96F24	NRBF2
Q96F15	GIMAP5
Q96F07	CYFIP2
Q96EY8	MMAB
Q96EY7	PTCD3
Q96EY5	MVB12A
Q96EY4	TMA16
Q96EY1	DNAJA3
Q96EV8	DTNBP1
Q96EV2	RBM33
Q96ES7	SGF29
Q96ER3	SAAL1
Q96EQ0	SGTB
Q96EP5	DAZAP1
Q96EP0	RNF31
Q96EK6	GNPNAT1
Q96EK5	KIFBP
Q96EI5	TCEAL4
Q96EH3	MALSU1
Q96EE3	SEH1L
Q96EB6	SIRT1
Q96EB1	ELP4
Q96EA4	SPDL1
Q96E39	RBMXL1
Q96E11	MRRF
Q96DY2	IQCD
Q96DU3	SLAMF6
Q96DT6	ATG4C
Q96DT5	DNAH11
Q96DI7	SNRNP40
Q96DH6	MSI2
Q96DG6	CMBL
Q96DF8	ESS2
Q96DE5	ANAPC16
Q96DE0	NUDT16
Q96DC9	OTUB2
Q96DB5	RMDN1
Q96D71	REPS1
Q96D46	NMD3
Q96D09	GPRASP2
Q96CX2	KCTD12
Q96CW6	SLC7A6OS
Q96CW1	AP2M1
Q96CV9	OPTN
Q96CT7	CCDC124
Q96CS2	HAUS1
Q96CP2	FLYWCH2
Q96CN9	GCC1
Q96CN7	ISOC1
Q96CM8	ACSF2
Q96CF2	CHMP4C
Q96CD2	PPCDC
Q96CC6	RHBDF1
Q96C90	PPP1R14B
Q96C86	DCPS
Q96C74	ROPN1L
Q96C57	CUSTOS
Q96C36	PYCR2
Q96C23	GALM
Q96C19	EFHD2
Q96C10	DHX58
Q96C01	FAM136A
Q96BW9	TAMM41
Q96BW5	PTER
Q96BR5	COA7
Q96BQ3	TRIM43
Q96BP3	PPWD1
Q96BP2	CHCHD1
Q96BM9	ARL8A
Q96BJ3	AIDA
Q96BH1	RNF25
Q96B97	SH3KBP1
Q96B45	BORCS7
Q96B36	AKT1S1
Q96B26	EXOSC8
Q96B23	C18orf25
Q96AY4	TTC28
Q96AY3	FKBP10
Q96AX2	RAB37
Q96AX1	VPS33A
Q96AT9	RPE
Q96AT1	KIAA1143
Q96AG4	LRRC59
Q96AE4	FUBP1
Q96AC1	FERMT2
Q96AB3	ISOC2
Q96A73	KIAA1191
Q96A72	MAGOHB
Q96A65	EXOC4
Q96A49	SYAP1
Q96A35	MRPL24
Q96A23	CPNE4
Q96A00	PPP1R14A
Q969Z4	RELT
Q969Y2	GTPBP3
Q969X6	UTP4
Q969V6	MRTFA
Q969U7	PSMG2
Q969T9	WBP2
Q969T7	NT5C3B
Q969T4	UBE2E3
Q969S9	GFM2
Q969S3	ZNF622
Q969Q5	RAB24
Q969Q0	RPL36AL
Q969P6	TOP1MT
Q969J3	BORCS5
Q969H8	MYDGF
Q969H6	POP5
Q969G6	RFK
Q969G3	SMARCE1
Q969F1	GTF3C6
Q969E8	TSR2
Q93088	BHMT
Q93077	HIST1H2AC
Q93070	ART4
Q93052	LPP
Q93050	ATP6V0A1
Q93034	CUL5
Q93009	USP7
Q93008	USP9X
Q92995	USP13
Q92990	GLMN
Q92979	EMG1
Q92974	ARHGEF2
Q92973	TNPO1
Q92947	GCDH
Q92945	KHSRP
Q92934	BAD
Q92925	SMARCD2
Q92922	SMARCC1
Q92917	GPKOW
Q92905	COPS5
Q92900	UPF1
Q92890	UFD1
Q92889	ERCC4
Q92888	ARHGEF1
Q92882	OSTF1
Q92879	CELF1
Q92878	RAD50
Q92859	NEO1
Q92841	DDX17
Q92823	NRCAM
Q92820	GGH
Q92804	TAF15
Q92797	SYMPK
Q92793	CREBBP
Q92785	DPF2
Q92783	STAM
Q92782	DPF1
Q92769	HDAC2
Q92747	ARPC1A
Q92737	RASL10A
Q92734	TFG
Q92733	PRCC
Q92696	RABGGTA
Q92688	ANP32B
Q92686	NRGN
Q92667	AKAP1
Q92665	MRPS31
Q92625	ANKS1A
Q92621	NUP205
Q92620	DHX38
Q92616	GCN1
Q92615	LARP4B
Q92614	MYO18A
Q92610	ZNF592
Q92608	DOCK2
Q92600	CNOT9
Q92599	SEPTIN8
Q92598	HSPH1
Q92597	NDRG1
Q92576	PHF3
Q92574	TSC1
Q92572	AP3S1
Q92560	BAP1
Q92558	WASF1
Q92552	MRPS27
Q92547	TOPBP1
Q92541	RTF1
Q92538	GBF1
Q92530	PSMF1
Q92522	H1FX
Q92520	FAM3C
Q92506	HSD17B8
Q92502	STARD8
Q92499	DDX1
Q8WZA9	IRGQ
Q8WZA0	LZIC
Q8WZ82	OVCA2
Q8WZ42	TTN
Q8WYQ5	DGCR8
Q8WYQ3	CHCHD10
Q8WYA6	CTNNBL1
Q8WY54	PPM1E
Q8WXX5	DNAJC9
Q8WXX0	DNAH7
Q8WXI9	GATAD2B
Q8WXH0	SYNE2
Q8WXG9	ADGRV1
Q8WXF1	PSPC1
Q8WXE9	STON2
Q8WXD5	GEMIN6
Q8WXC6	COPS9
Q8WXB4	ZNF606
Q8WXA9	SREK1
Q8WX93	PALLD
Q8WX92	NELFB
Q8WWZ3	EDARADD
Q8WWY3	PRPF31
Q8WWX9	SELENOM
Q8WWN9	IPCEF1
Q8WWM7	ATXN2L
Q8WWK9	CKAP2
Q8WWH5	TRUB1
Q8WW59	SPRYD4
Q8WW12	PCNP
Q8WW01	TSEN15
Q8WVY7	UBLCP1
Q8WVV9	HNRNPLL
Q8WVV5	BTN2A2
Q8WVT3	TRAPPC12
Q8WVM8	SCFD1
Q8WVK2	SNRNP27
Q8WVJ2	NUDCD2
Q8WVF1	OSCP1
Q8WVC0	LEO1
Q8WVB6	CHTF18
Q8WV37	ZNF480
Q8WUZ0	BCL7C
Q8WUY3	PRUNE2
Q8WUX9	CHMP7
Q8WUX2	CHAC2
Q8WUW1	BRK1
Q8WUR7	C15orf40
Q8WUM4	PDCD6IP
Q8WUM0	NUP133
Q8WUH6	TMEM263
Q8WUD4	CCDC12
Q8WUD1	RAB2B
Q8WUA4	GTF3C2
Q8WUA2	PPIL4
Q8WU90	ZC3H15
Q8WU79	SMAP2
Q8WU10	PYROXD1
Q8WTX7	CASTOR1
Q8WTW3	COG1
Q8WTT2	NOC3L
Q8WTS6	SETD7
Q8TF63	DCANP1
Q8TF32	ZNF431
Q8TF05	PPP4R1
Q8TF01	PNISR
Q8TEX9	IPO4
Q8TER5	ARHGEF40
Q8TER0	SNED1
Q8TEQ6	GEMIN5
Q8TEA8	DTD1
Q8TE76	MORC4
Q8TDX5	ACMSD
Q8TDQ7	GNPDA2
Q8TDP1	RNASEH2C
Q8TDN6	BRIX1
Q8TDF6	RASGRP4
Q8TDD1	DDX54
Q8TD30	GPT2
Q8TD19	NEK9
Q8TD16	BICD2
Q8TCS8	PNPT1
Q8TCG1	CIP2A
Q8TCF1	ZFAND1
Q8TCD5	NT5C
Q8TCC3	MRPL30
Q8TCA0	LRRC20
Q8TC20	CAGE1
Q8TC07	TBC1D15
Q8TBZ6	TRMT10A
Q8TBX8	PIP4K2C
Q8TBF4	ZCRB1
Q8TBF2	PRXL2B
Q8TBE9	NANP
Q8TBE3	FNDC9
Q8TBC4	UBA3
Q8TBC3	SHKBP1
Q8TBB0	THAP6
Q8TB72	PUM2
Q8TB45	DEPTOR
Q8TB37	NUBPL
Q8TAT6	NPLOC4
Q8TAT5	NEIL3
Q8TAQ2	SMARCC2
Q8TAP9	MPLKIP
Q8TAP8	PPP1R35
Q8TAF3	WDR48
Q8TAE8	GADD45GIP1
Q8TAE6	PPP1R14C
Q8TAD8	SNIP1
Q8NI60	COQ8A
Q8NI36	WDR36
Q8NI27	THOC2
Q8NI22	MCFD2
Q8NHZ8	CDC26
Q8NHU2	CFAP61
Q8NHS0	DNAJB8
Q8NHQ9	DDX55
Q8NHQ1	CEP70
Q8NHP8	PLBD2
Q8NHP1	AKR7L
Q8NGL7	OR4P4
Q8NGK4	OR52K1
Q8NG68	TTL
Q8NFW8	CMAS
Q8NFW1	COL22A1
Q8NFV5	SPDYE1
Q8NFV4	ABHD11
Q8NFP9	NBEA
Q8NFN8	GPR156
Q8NFH4	NUP37
Q8NFH3	NUP43
Q8NFF5	FLAD1
Q8NFA0	USP32
Q8NF86	PRSS33
Q8NF64	ZMIZ2
Q8NEZ5	FBXO22
Q8NEZ4	KMT2C
Q8NEU8	APPL2
Q8NEC7	GSTCD
Q8NEB9	PIK3C3
Q8NE71	ABCF1
Q8NDT2	RBM15B
Q8NDM7	CFAP43
Q8NDI1	EHBP1
Q8NDF8	TENT4B
Q8ND56	LSM14A
Q8ND24	RNF214
Q8NCW5	NAXE
Q8NCN5	PDPR
Q8NCM8	DYNC2H1
Q8NCF5	NFATC2IP
Q8NCA5	FAM98A
Q8NC96	NECAP1
Q8NC51	SERBP1
Q8NBT2	SPC24
Q8NBS9	TXNDC5
Q8NBJ7	SUMF2
Q8NBJ5	COLGALT1
Q8NBH2	KY
Q8NBF6	AVL9
Q8NBF2	NHLRC2
Q8NB90	SPATA5
Q8NB46	ANKRD52
Q8NB37	GATD1
Q8NAV1	PRPF38A
Q8N9T8	KRI1
Q8N9N8	EIF1AD
Q8N9N7	LRRC57
Q8N999	C12orf29
Q8N983	MRPL43
Q8N954	GPATCH11
Q8N8S7	ENAH
Q8N8N7	PTGR2
Q8N8E3	CEP112
Q8N8D1	PDCD7
Q8N8A8	FAM169B
Q8N884	CGAS
Q8N883	ZNF614
Q8N831	TSPYL6
Q8N806	UBR7
Q8N7Z5	ANKRD31
Q8N7W2	BEND7
Q8N7H5	PAF1
Q8N6T7	SIRT6
Q8N6T3	ARFGAP1
Q8N6R0	EEF1AKNMT
Q8N6N7	ACBD7
Q8N6N3	C1orf52
Q8N6M0	OTUD6B
Q8N6H7	ARFGAP2
Q8N684	CPSF7
Q8N668	COMMD1
Q8N612	FAM160A2
Q8N5Z5	KCTD17
Q8N5W9	RFLNB
Q8N5U6	RNF10
Q8N5N7	MRPL50
Q8N5M4	TTC9C
Q8N5M1	ATPAF2
Q8N5L8	RPP25L
Q8N5I9	C12orf45
Q8N5F7	NKAP
Q8N5C6	SRBD1
Q8N584	TTC39C
Q8N573	OXR1
Q8N554	ZNF276
Q8N543	OGFOD1
Q8N4P3	HDDC3
Q8N4J0	CARNMT1
Q8N4C8	MINK1
Q8N488	RYBP
Q8N436	CPXM2
Q8N3X1	FNBP4
Q8N3U4	STAG2
Q8N3R9	MPP5
Q8N3K9	CMYA5
Q8N3F8	MICALL1
Q8N3F0	MTURN
Q8N3C0	ASCC3
Q8N392	ARHGAP18
Q8N371	KDM8
Q8N335	GPD1L
Q8N2H9	PELI3
Q8N2E2	VWDE
Q8N2C7	UNC80
Q8N283	ANKRD35
Q8N201	INTS1
Q8N1L9	BATF2
Q8N1G4	LRRC47
Q8N1G2	CMTR1
Q8N1G1	REXO1
Q8N1F7	NUP93
Q8N1B4	VPS52
Q8N183	NDUFAF2
Q8N163	CCAR2
Q8N129	CNPY4
Q8N122	RPTOR
Q8N108	MIER1
Q8N0Z8	PUSL1
Q8N0Z6	TTC5
Q8N0X7	SPART
Q8N0X4	CLYBL
Q8N0W3	FCSK
Q8IZY2	ABCA7
Q8IZU3	SYCP3
Q8IZQ5	SELENOH
Q8IZP6	RNF113B
Q8IZP0	ABI1
Q8IZL8	PELP1
Q8IZD4	DCP1B
Q8IZ83	ALDH16A1
Q8IZ73	RPUSD2
Q8IZ69	TRMT2A
Q8IZ21	PHACTR4
Q8IYS1	PM20D2
Q8IYM2	SLFN12
Q8IYI6	EXOC8
Q8IYD1	GSPT2
Q8IYB8	SUPV3L1
Q8IYB5	SMAP1
Q8IYB3	SRRM1
Q8IY81	FTSJ3
Q8IY67	RAVER1
Q8IY31	IFT20
Q8IY26	PLPP6
Q8IY21	DDX60
Q8IY18	SMC5
Q8IY17	PNPLA6
Q8IXT5	RBM12B
Q8IXQ4	GPALPP1
Q8IXQ3	C9orf40
Q8IXM3	MRPL41
Q8IXM2	BAP18
Q8IXJ9	ASXL1
Q8IXJ6	SIRT2
Q8IXH7	NELFCD
Q8IXB1	DNAJC10
Q8IX90	SKA3
Q8IX18	DHX40
Q8IX12	CCAR1
Q8IX03	WWC1
Q8IX01	SUGP2
Q8IWZ3	ANKHD1
Q8IWX8	CHERP
Q8IWW6	ARHGAP12
Q8IWV2	CNTN4
Q8IWS0	PHF6
Q8IWR0	ZC3H7A
Q8IWJ2	GCC2
Q8IWB7	WDFY1
Q8IWA6	CCDC60
Q8IWA0	WDR75
Q8IW75	SERPINA12
Q8IVW6	ARID3B
Q8IVS2	MCAT
Q8IVM0	CCDC50
Q8IVL6	P3H3
Q8IVL1	NAV2
Q8IVH4	MMAA
Q8IVG5	SAMD9L
Q8IVF2	AHNAK2
Q8IVE3	PLEKHH2
Q8IVD9	NUDCD3
Q8IVB5	LIX1L
Q8IV42	PSTK
Q8IV38	ANKMY2
Q8IV08	PLD3
Q8IUZ5	PHYKPL
Q8IUX4	APOBEC3F
Q8IUI8	CRLF3
Q8IUG5	MYO18B
Q8IUF8	RIOX2
Q8IUE6	HIST2H2AB
Q8IUD2	ERC1
Q8IUC8	GALNT13
Q8IUA7	ABCA9
Q8IU99	CALHM1
Q8IU85	CAMK1D
Q8IU81	IRF2BP1
Q86YZ3	HRNR
Q86YW9	MED12L
Q86YV9	HPS6
Q86YP4	GATAD2A
Q86YH6	PDSS2
Q86YB8	ERO1B
Q86Y82	STX12
Q86Y79	PTRH1
Q86Y56	DNAAF5
Q86Y13	DZIP3
Q86XP3	DDX42
Q86XK2	FBXO11
Q86XI2	NCAPG2
Q86XA9	HEATR5A
Q86X83	COMMD2
Q86X76	NIT1
Q86X55	CARM1
Q86X10	RALGAPB
Q86X02	CDR2L
Q86WR0	CCDC25
Q86WQ0	NR2C2AP
Q86WJ1	CHD1L
Q86WB0	ZC3HC1
Q86WA6	BPHL
Q86W92	PPFIBP1
Q86W56	PARG
Q86W42	THOC6
Q86W34	AMZ2
Q86W25	NLRP13
Q86VZ2	WDR5B
Q86VW0	SESTD1
Q86VS8	HOOK3
Q86VQ1	GLCCI1
Q86VP6	CAND1
Q86VP3	PACS2
Q86VN1	VPS36
Q86VM9	ZC3H18
Q86VH2	KIF27
Q86VF2	IGFN1
Q86V88	MDP1
Q86V81	ALYREF
Q86V48	LUZP1
Q86V40	TRABD2A
Q86UY8	NT5DC3
Q86UY6	NAA40
Q86UW6	N4BP2
Q86UV5	USP48
Q86UU0	BCL9L
Q86UT6	NLRX1
Q86UR5	RIMS1
Q86UP2	KTN1
Q86UN6	AKAP14
Q86UK7	ZNF598
Q86UK5	EVC2
Q86UE4	MTDH
Q86U90	YRDC
Q86U86	PBRM1
Q86U70	LDB1
Q86U44	METTL3
Q86U42	PABPN1
Q86U28	ISCA2
Q86TX2	ACOT1
Q86TU7	SETD3
Q86TS9	MRPL52
Q86TP1	PRUNE1
Q86TN4	TRPT1
Q86TM6	SYVN1
Q86TI2	DPP9
Q86TB9	PATL1
Q86SX6	GLRX5
Q86SE8	NPM2
Q7Z7K6	CENPV
Q7Z7F7	MRPL55
Q7Z7E8	UBE2Q1
Q7Z7C8	TAF8
Q7Z739	YTHDF3
Q7Z6Z7	HUWE1
Q7Z6V5	ADAT2
Q7Z6M1	RABEPK
Q7Z6K5	ARPIN
Q7Z6K3	PTAR1
Q7Z6J0	SH3RF1
Q7Z6E9	RBBP6
Q7Z6B0	CCDC91
Q7Z624	CAMKMT
Q7Z5V6	PPP1R32
Q7Z5L9	IRF2BP2
Q7Z5K2	WAPL
Q7Z5H4	VN1R5
Q7Z572	SPATA21
Q7Z569	BRAP
Q7Z4W1	DCXR
Q7Z4V5	HDGFL2
Q7Z4S6	KIF21A
Q7Z4Q2	HEATR3
Q7Z4I7	LIMS2
Q7Z4H8	POGLUT3
Q7Z4H7	HAUS6
Q7Z4H4	ADM2
Q7Z4H3	HDDC2
Q7Z4G4	TRMT11
Q7Z4G1	COMMD6
Q7Z4B0	LINC00305
Q7Z494	NPHP3
Q7Z478	DHX29
Q7Z442	PKD1L2
Q7Z434	MAVS
Q7Z422	SZRD1
Q7Z406	MYH14
Q7Z403	TMC6
Q7Z3U7	MON2
Q7Z3T8	ZFYVE16
Q7Z3J2	VPS35L
Q7Z3B4	NUP54
Q7Z392	TRAPPC11
Q7Z2Z2	EFL1
Q7Z2Y8	GVINP1
Q7Z2Y5	NRK
Q7Z2W9	MRPL21
Q7Z2W4	ZC3HAV1
Q7Z2T5	TRMT1L
Q7Z2F6	ZNF720
Q7RTY8	TMPRSS7
Q7RTV0	PHF5A
Q7RTU1	TCF23
Q7RTS5	OTOP3
Q7RTP6	MICAL3
Q7LG56	RRM2B
Q7LBC6	KDM3B
Q7L804	RAB11FIP2
Q7L7L0	HIST3H2A
Q7L5Y9	MAEA
Q7L5Y1	ENOSF1
Q7L5N1	COPS6
Q7L5D6	GET4
Q7L576	CYFIP1
Q7L523	RRAGA
Q7L4I2	RSRC2
Q7L3S4	ZNF771
Q7L2J0	MEPCE
Q7L2H7	EIF3M
Q7L2E3	DHX30
Q7L273	KCTD9
Q7L266	ASRGL1
Q7L1W4	LRRC8D
Q7L1V2	MON1B
Q7L1T6	CYB5R4
Q7L1Q6	BZW1
Q7L0Y3	TRMT10C
Q7L099	RUFY3
Q7L014	DDX46
Q7KZF4	SND1
Q7KZ85	SUPT6H
Q76KD6	SPATC1
Q75N03	CBLL1
Q75MW2	ZNF767P
Q75LS8	FKBP9P1
Q71UM5	RPS27L
Q71UI9	H2AFV
Q71U36	TUBA1A
Q71RC2	LARP4
Q71DI3	HIST2H3A
Q71DI3	HIST2H3C
Q71DI3	HIST2H3D
Q712K3	UBE2R2
Q70YC4	ZNF365
Q70IA8	MOB3C
Q70EL1	USP54
Q70CQ2	USP34
Q709C8	VPS13C
Q6ZWB6	KCTD8
Q6ZW49	PAXIP1
Q6ZW33	MICALCL
Q6ZVM7	TOM1L2
Q6ZT07	TBC1D9
Q6ZSZ5	ARHGEF18
Q6ZSJ8	C1orf122
Q6ZS94	C1orf229
Q6ZS17	RIPOR1
Q6ZR08	DNAH12
Q6ZNW5	GDPGP1
Q6ZN17	LIN28B
Q6ZN04	MEX3B
Q6YP21	KYAT3
Q6YN16	HSDL2
Q6YHU6	THADA
Q6Y7W6	GIGYF2
Q6XR72	SLC30A10
Q6XQN6	NAPRT
Q6XPS3	TPTE2
Q6XPR3	RPTN
Q6WCQ1	MPRIP
Q6VN20	RANBP10
Q6UY18	LINGO4
Q6UXU6	TMEM92
Q6UXN9	WDR82
Q6UXH1	CRELD2
Q6UX04	CWC27
Q6UWZ7	ABRAXAS1
Q6UWW8	CES3
Q6UWM7	LCTL
Q6UWE0	LRSAM1
Q6UN15	FIP1L1
Q6ULP2	AFTPH
Q6UB35	MTHFD1L
Q6RW13	AGTRAP
Q6QNY1	BLOC1S2
Q6QNY0	BLOC1S3
Q6QHF9	PAOX
Q6PL24	TMED8
Q6PKG0	LARP1
Q6PJT7	ZC3H14
Q6PJI9	WDR59
Q6PJG6	BRAT1
Q6PIW4	FIGNL1
Q6PID6	TTC33
Q6PI48	DARS2
Q6PHR2	ULK3
Q6PGP7	TTC37
Q6PFW1	PPIP5K1
Q6PF15	KLHL35
Q6PEZ8	PODNL1
Q6PD74	AAGAB
Q6PD62	CTR9
Q6PCE3	PGM2L1
Q6PCB5	RSBN1L
Q6P9B6	MEAK7
Q6P9A2	GALNT18
Q6P996	PDXDC1
Q6P6C2	ALKBH5
Q6P5R6	RPL22L1
Q6P587	FAHD1
Q6P582	MZT2A
Q6P4I2	WDR73
Q6P4F2	FDX2
Q6P3X3	TTC27
Q6P3W7	SCYL2
Q6P2Q9	PRPF8
Q6P2P2	PRMT9
Q6P2H3	CEP85
Q6P2E9	EDC4
Q6P280	ZNF529
Q6P1X5	TAF2
Q6P1S2	C3orf33
Q6P1R4	DUS1L
Q6P1N9	TATDN1
Q6P1N0	CC2D1A
Q6P1L8	MRPL14
Q6P1K2	PMF1
Q6P1J9	CDC73
Q6P161	MRPL54
Q6P158	DHX57
Q6NZY4	ZCCHC8
Q6NZ67	MZT2B
Q6NYC1	JMJD6
Q6NXT1	ANKRD54
Q6NXS1	PPP1R2B
Q6NXR4	TTI2
Q6NXN4	DPY19L2P1
Q6NXE6	ARMC6
Q6NW29	RWDD4
Q6NVY1	HIBCH
Q6NUS8	UGT3A1
Q6NUQ1	RINT1
Q6N069	NAA16
Q6L8Q7	PDE12
Q6IQ49	SDE2
Q6IPU0	CENPP
Q6IPR3	TYW3
Q6IN85	PPP4R3A
Q6ICB0	DESI1
Q6IBW4	NCAPH2
Q6IBS0	TWF2
Q6IAA8	LAMTOR1
Q6IA86	ELP2
Q6I9Y2	THOC7
Q6GYQ0	RALGAPA1
Q6GMV3	PTRHD1
Q6GMV2	SMYD5
Q6FIF0	ZFAND6
Q6FI81	CIAPIN1
Q6FI13	HIST2H2AA3
Q6FI13	HIST2H2AA4
Q6F5E8	CARMIL2
Q6EEV4	POLR2M
Q6E213	AWAT2
Q6DT37	CDC42BPG
Q6DKK2	TTC19
Q6DKJ4	NXN
Q6DKI1	RPL7L1
Q6DD87	ZNF787
Q6BDS2	UHRF1BP1
Q6AI08	HEATR6
Q69YN4	VIRMA
Q69YN2	CWF19L1
Q68EM7	ARHGAP17
Q68E01	INTS3
Q68DI1	ZNF776
Q68CZ6	HAUS3
Q68CZ2	TNS3
Q68CR7	LRRC66
Q676U5	ATG16L1
Q66PJ3	ARL6IP4
Q66LE6	PPP2R2D
Q66K74	MAP1S
Q66K14	TBC1D9B
Q659C4	LARP1B
Q658Y4	FAM91A1
Q641Q2	WASHC2A
Q63HN8	RNF213
Q63HK5	TSHZ3
Q5W111	SPRYD7
Q5W0B1	OBI1
Q5W064	LIPJ
Q5VZK9	CARMIL1
Q5VZE5	NAA35
Q5VYK3	ECPAS
Q5VWZ2	LYPLAL1
Q5VWQ8	DAB2IP
Q5VWN6	TASOR2
Q5VWJ9	SNX30
Q5VW32	BROX
Q5VVQ6	YOD1
Q5VVC0	C1orf146
Q5VUM1	SDHAF4
Q5VUJ6	LRCH2
Q5VUA4	ZNF318
Q5VU92	DCAF12L1
Q5VU43	PDE4DIP
Q5VTR2	RNF20
Q5VTL8	PRPF38B
Q5VTE0	EEF1A1P5
Q5VTB9	RNF220
Q5VT52	RPRD2
Q5VST9	OBSCN
Q5VSL9	STRIP1
Q5VIR6	VPS53
Q5UIP0	RIF1
